epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1004,0.86831,0.3677,0.00307,0.9759,0.95839,0.98706,0.81971,0.70766,0.1906,0.00261,0.000918983,0.000918983,0.000918983
43,1027.49,0.83825,0.3671,0.00294,0.95385,0.96632,0.98635,0.78749,0.82355,0.21221,0.00293,0.000917007,0.000917007,0.000917007
44,1051.11,0.86003,0.36696,0.00306,0.97636,0.96832,0.98857,0.73822,0.96737,0.22258,0.00364,0.000915031,0.000915031,0.000915031
45,1074.62,0.85083,0.35053,0.00301,0.97394,0.97263,0.98953,0.81637,0.70839,0.18821,0.00262,0.000913055,0.000913055,0.000913055
46,1097.95,0.85591,0.3557,0.00299,0.97862,0.9632,0.98949,0.84427,0.65314,0.17598,0.00242,0.000911079,0.000911079,0.000911079
47,1121.62,0.82117,0.35622,0.00289,0.96559,0.95842,0.98645,0.81771,0.7275,0.2145,0.00262,0.000909103,0.000909103,0.000909103
48,1145.07,0.82605,0.3519,0.00291,0.9581,0.96542,0.98547,0.83428,0.64985,0.20354,0.00237,0.000907127,0.000907127,0.000907127
49,1168.42,0.83621,0.36166,0.00302,0.96,0.9626,0.98393,0.78076,0.81493,0.23007,0.00305,0.000905151,0.000905151,0.000905151
50,1192,0.88311,0.36298,0.00308,0.96949,0.96157,0.98765,0.80682,0.73633,0.20656,0.00277,0.000903175,0.000903175,0.000903175
51,1215.53,0.86277,0.36502,0.0031,0.97326,0.97619,0.98905,0.7365,1.0083,0.22811,0.00378,0.000901199,0.000901199,0.000901199
52,1239,0.79861,0.33548,0.00279,0.96479,0.97039,0.98624,0.73766,0.96344,0.24331,0.00364,0.000899223,0.000899223,0.000899223
53,1262.54,0.81952,0.35587,0.00289,0.9706,0.96792,0.98742,0.81654,0.71549,0.19955,0.00266,0.000897247,0.000897247,0.000897247
54,1286.02,0.8059,0.35352,0.00287,0.96774,0.94834,0.98036,0.768,0.84622,0.22392,0.00322,0.000895271,0.000895271,0.000895271
55,1309.4,0.81424,0.35947,0.00286,0.97011,0.96356,0.9857,0.76339,0.92193,0.23816,0.00323,0.000893295,0.000893295,0.000893295
56,1332.76,0.82447,0.35749,0.00295,0.96996,0.97115,0.988,0.84219,0.65378,0.1805,0.0024,0.000891319,0.000891319,0.000891319
57,1356.32,0.83157,0.34815,0.00289,0.97104,0.9683,0.98894,0.7807,0.83648,0.20918,0.00314,0.000889343,0.000889343,0.000889343
58,1379.77,0.80094,0.34288,0.00285,0.96399,0.96857,0.98357,0.83186,0.67238,0.18989,0.00245,0.000887367,0.000887367,0.000887367
59,1403.25,0.83116,0.3487,0.00292,0.96025,0.9695,0.98373,0.82707,0.67179,0.20279,0.00249,0.000885391,0.000885391,0.000885391
60,1426.69,0.79915,0.33973,0.00281,0.97717,0.97169,0.98958,0.8235,0.69746,0.18324,0.00261,0.000883415,0.000883415,0.000883415
61,1450.27,0.80521,0.33609,0.00283,0.97618,0.96776,0.98746,0.80571,0.74447,0.19499,0.00276,0.000881439,0.000881439,0.000881439
62,1473.92,0.80242,0.33854,0.00283,0.98048,0.96405,0.9887,0.84271,0.63972,0.17923,0.00236,0.000879463,0.000879463,0.000879463
63,1497.41,0.83388,0.35186,0.00292,0.97896,0.9674,0.98828,0.79305,0.80648,0.20137,0.00297,0.000877487,0.000877487,0.000877487
64,1520.92,0.81716,0.33766,0.00287,0.96942,0.97755,0.98714,0.79,0.79655,0.19864,0.00299,0.000875511,0.000875511,0.000875511
65,1544.4,0.82712,0.3424,0.00286,0.97881,0.95993,0.98864,0.7822,0.84532,0.21022,0.00316,0.000873535,0.000873535,0.000873535
66,1567.83,0.78676,0.3331,0.00279,0.98268,0.97421,0.99041,0.74233,0.97091,0.21966,0.00365,0.000871559,0.000871559,0.000871559
67,1591.27,0.78086,0.32529,0.00276,0.96048,0.96224,0.98442,0.82648,0.67424,0.19713,0.00249,0.000869583,0.000869583,0.000869583
68,1614.72,0.78571,0.33667,0.00276,0.97742,0.96504,0.98826,0.83717,0.65612,0.18685,0.00239,0.000867607,0.000867607,0.000867607
69,1638.13,0.76496,0.32968,0.0027,0.96993,0.9796,0.99188,0.80235,0.78099,0.18538,0.0029,0.000865631,0.000865631,0.000865631
70,1661.54,0.79029,0.33355,0.00279,0.97106,0.96404,0.98558,0.84889,0.61481,0.18286,0.00227,0.000863655,0.000863655,0.000863655
71,1685.19,0.78996,0.33758,0.00281,0.97361,0.96697,0.99001,0.81266,0.73862,0.19026,0.00274,0.000861679,0.000861679,0.000861679
72,1708.64,0.80898,0.3386,0.00289,0.97134,0.97342,0.99041,0.83133,0.6673,0.18254,0.00246,0.000859703,0.000859703,0.000859703
73,1732.12,0.78907,0.33025,0.00277,0.97838,0.96665,0.99077,0.83168,0.68412,0.17705,0.00254,0.000857727,0.000857727,0.000857727
