epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1779.23,0.8329,0.46202,0.88821,0.98453,0.96013,0.98718,0.74413,0.88043,0.41299,0.91012,0.0004126,0.0004126,0.0004126
91,1798.21,0.85188,0.47475,0.89073,0.98352,0.96629,0.98671,0.77391,0.79331,0.38654,0.8958,0.000406,0.000406,0.000406
92,1817.08,0.87362,0.4811,0.89362,0.98059,0.96252,0.98587,0.76325,0.82035,0.39297,0.90271,0.0003994,0.0003994,0.0003994
93,1837.74,0.83946,0.45657,0.8867,0.97122,0.96539,0.98629,0.63055,1.2737,0.48531,1.00545,0.0003928,0.0003928,0.0003928
94,1856.91,0.85082,0.46567,0.88751,0.97939,0.96313,0.98567,0.69127,1.0551,0.43826,0.94814,0.0003862,0.0003862,0.0003862
95,1875.57,0.83344,0.45863,0.88464,0.96963,0.97353,0.98534,0.74644,0.8722,0.399,0.91145,0.0003796,0.0003796,0.0003796
96,1894.91,0.82394,0.45499,0.88246,0.98153,0.95968,0.98469,0.74364,0.8858,0.40884,0.9189,0.000373,0.000373,0.000373
97,1915.61,0.84545,0.46684,0.88847,0.981,0.96232,0.98553,0.77743,0.79693,0.38484,0.89575,0.0003664,0.0003664,0.0003664
98,1934.17,0.84999,0.46606,0.88552,0.97739,0.96999,0.98309,0.78284,0.76952,0.38087,0.88586,0.0003598,0.0003598,0.0003598
99,1953.3,0.84677,0.46403,0.8831,0.98602,0.95455,0.98524,0.72816,0.94188,0.41408,0.92256,0.0003532,0.0003532,0.0003532
100,1972.24,0.81376,0.4494,0.88728,0.98915,0.96344,0.98846,0.78419,0.76239,0.37778,0.88959,0.0003466,0.0003466,0.0003466
101,1991.9,0.8433,0.46292,0.88967,0.96671,0.97064,0.98384,0.69753,1.03665,0.43132,0.94617,0.00034,0.00034,0.00034
102,2011.26,0.83222,0.45876,0.8842,0.98605,0.96538,0.98707,0.73924,0.90303,0.40242,0.9202,0.0003334,0.0003334,0.0003334
