epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
118,3766.63,0.63727,0.26653,0.0021,0.93766,0.91022,0.93205,0.7128,0.94006,0.35539,0.00366,0.0230642,0.00768806,0.0230642,0.00768806,0.0230642,0.00768806,0.0230642,0.00768806
119,3798.06,0.61973,0.26475,0.00204,0.94003,0.92142,0.94734,0.76758,0.77224,0.27981,0.0031,0.0230049,0.0076683,0.0230049,0.0076683,0.0230049,0.0076683,0.0230049,0.0076683
120,3829.16,0.63042,0.27176,0.00208,0.94583,0.90822,0.93733,0.74771,0.79491,0.32678,0.00312,0.0229456,0.00764854,0.0229456,0.00764854,0.0229456,0.00764854,0.0229456,0.00764854
121,3860.57,0.6157,0.26972,0.00205,0.93922,0.92186,0.9469,0.7806,0.72344,0.29394,0.00289,0.0228863,0.00762878,0.0228863,0.00762878,0.0228863,0.00762878,0.0228863,0.00762878
122,3892.09,0.63103,0.2708,0.00209,0.9464,0.90059,0.94368,0.77516,0.7217,0.332,0.00284,0.022827,0.00760902,0.022827,0.00760902,0.022827,0.00760902,0.022827,0.00760902
123,3923.63,0.62123,0.26142,0.00206,0.93355,0.92265,0.95419,0.73296,0.88954,0.31716,0.00344,0.0227678,0.00758926,0.0227678,0.00758926,0.0227678,0.00758926,0.0227678,0.00758926
124,3954.97,0.6255,0.26292,0.00206,0.94,0.92621,0.95511,0.7798,0.73097,0.26129,0.00295,0.0227085,0.0075695,0.0227085,0.0075695,0.0227085,0.0075695,0.0227085,0.0075695
125,3986.32,0.62063,0.26276,0.00201,0.91804,0.93676,0.9347,0.72823,0.87815,0.36054,0.00338,0.0226492,0.00754974,0.0226492,0.00754974,0.0226492,0.00754974,0.0226492,0.00754974
126,4017.88,0.63102,0.27503,0.00208,0.94558,0.91725,0.95051,0.77153,0.72555,0.32408,0.00287,0.0225899,0.00752998,0.0225899,0.00752998,0.0225899,0.00752998,0.0225899,0.00752998
127,4049.47,0.61173,0.26021,0.00205,0.94582,0.91906,0.94385,0.7211,0.88443,0.35508,0.00339,0.0225306,0.00751021,0.0225306,0.00751021,0.0225306,0.00751021,0.0225306,0.00751021
128,4080.71,0.61373,0.26529,0.00203,0.94156,0.90203,0.93507,0.72618,0.8823,0.36178,0.0034,0.0224714,0.00749045,0.0224714,0.00749045,0.0224714,0.00749045,0.0224714,0.00749045
129,4112.44,0.62297,0.25662,0.00206,0.94371,0.89089,0.93499,0.71736,0.91269,0.35034,0.00352,0.0224121,0.00747069,0.0224121,0.00747069,0.0224121,0.00747069,0.0224121,0.00747069
130,4143.94,0.59588,0.25564,0.00196,0.92639,0.9142,0.93686,0.72087,0.91539,0.33083,0.00356,0.0223528,0.00745093,0.0223528,0.00745093,0.0223528,0.00745093,0.0223528,0.00745093
131,4175.7,0.61906,0.25173,0.00201,0.9436,0.91448,0.94053,0.77625,0.71082,0.305,0.00281,0.0222935,0.00743117,0.0222935,0.00743117,0.0222935,0.00743117,0.0222935,0.00743117
132,4206.85,0.59166,0.24706,0.00196,0.9242,0.92127,0.94475,0.77497,0.71718,0.30936,0.00287,0.0222342,0.00741141,0.0222342,0.00741141,0.0222342,0.00741141,0.0222342,0.00741141
133,4238.4,0.60755,0.25572,0.00199,0.93744,0.91478,0.9349,0.75711,0.75989,0.33958,0.003,0.022175,0.00739165,0.022175,0.00739165,0.022175,0.00739165,0.022175,0.00739165
134,4270.01,0.60591,0.25438,0.00197,0.92146,0.93012,0.93427,0.71405,0.89751,0.36493,0.00345,0.0221157,0.00737189,0.0221157,0.00737189,0.0221157,0.00737189,0.0221157,0.00737189
135,4301.6,0.61739,0.26385,0.00202,0.92872,0.92704,0.94059,0.72974,0.86565,0.32896,0.00336,0.0220564,0.00735213,0.0220564,0.00735213,0.0220564,0.00735213,0.0220564,0.00735213
136,4332.74,0.5996,0.26686,0.00198,0.93016,0.91591,0.93911,0.75942,0.76056,0.33325,0.00298,0.0219971,0.00733237,0.0219971,0.00733237,0.0219971,0.00733237,0.0219971,0.00733237
137,4364.08,0.59762,0.25272,0.00197,0.93422,0.91853,0.9285,0.68463,1.03425,0.36655,0.00396,0.0219378,0.00731261,0.0219378,0.00731261,0.0219378,0.00731261,0.0219378,0.00731261
138,4395.47,0.59705,0.26211,0.00197,0.93439,0.92437,0.94041,0.7377,0.84312,0.32346,0.00327,0.0218786,0.00729285,0.0218786,0.00729285,0.0218786,0.00729285,0.0218786,0.00729285
139,4427.15,0.61705,0.25672,0.002,0.93388,0.89425,0.93287,0.70159,0.95656,0.38012,0.00368,0.0218193,0.00727309,0.0218193,0.00727309,0.0218193,0.00727309,0.0218193,0.00727309
140,4458.36,0.60104,0.25619,0.00196,0.94447,0.93652,0.95162,0.77634,0.7125,0.29006,0.00284,0.02176,0.00725333,0.02176,0.00725333,0.02176,0.00725333,0.02176,0.00725333
141,4489.95,0.5841,0.23841,0.00193,0.93228,0.92579,0.94002,0.73525,0.86089,0.3167,0.00336,0.0217007,0.00723357,0.0217007,0.00723357,0.0217007,0.00723357,0.0217007,0.00723357
142,4521.42,0.58425,0.25477,0.00191,0.94984,0.91905,0.94593,0.71675,0.92676,0.34401,0.00356,0.0216414,0.00721381,0.0216414,0.00721381,0.0216414,0.00721381,0.0216414,0.00721381
143,4552.95,0.5998,0.25481,0.00197,0.94636,0.92659,0.94599,0.75759,0.76837,0.30438,0.00303,0.0215822,0.00719405,0.0215822,0.00719405,0.0215822,0.00719405,0.0215822,0.00719405
144,4584.14,0.59647,0.25075,0.00195,0.92839,0.94612,0.94452,0.76171,0.77501,0.29583,0.00305,0.0215229,0.00717429,0.0215229,0.00717429,0.0215229,0.00717429,0.0215229,0.00717429
145,4615.74,0.57919,0.24384,0.00192,0.93119,0.92325,0.93926,0.77401,0.71595,0.32658,0.00284,0.0214636,0.00715453,0.0214636,0.00715453,0.0214636,0.00715453,0.0214636,0.00715453
146,4647.42,0.59768,0.26131,0.00191,0.94554,0.91975,0.9474,0.76617,0.75197,0.30526,0.00295,0.0214043,0.00713477,0.0214043,0.00713477,0.0214043,0.00713477,0.0214043,0.00713477
147,4678.91,0.57108,0.24463,0.00185,0.94447,0.92681,0.95017,0.7734,0.72228,0.28607,0.00286,0.021345,0.00711501,0.021345,0.00711501,0.021345,0.00711501,0.021345,0.00711501
148,4710.1,0.58571,0.25362,0.00194,0.94401,0.94071,0.94689,0.75036,0.8152,0.30977,0.00316,0.0212858,0.00709525,0.0212858,0.00709525,0.0212858,0.00709525,0.0212858,0.00709525
149,4741.61,0.58769,0.25788,0.00191,0.9173,0.93298,0.9511,0.77548,0.7493,0.3151,0.00295,0.0212265,0.00707549,0.0212265,0.00707549,0.0212265,0.00707549,0.0212265,0.00707549
150,4773.29,0.57591,0.25305,0.00186,0.93249,0.91119,0.94494,0.77971,0.70676,0.32286,0.00282,0.0211672,0.00705573,0.0211672,0.00705573,0.0211672,0.00705573,0.0211672,0.00705573
151,4804.78,0.56646,0.25119,0.00187,0.94835,0.89668,0.93881,0.72569,0.90218,0.36667,0.00345,0.0211079,0.00703597,0.0211079,0.00703597,0.0211079,0.00703597,0.0211079,0.00703597
152,4836.05,0.55788,0.24113,0.0018,0.92115,0.93414,0.94373,0.74315,0.85235,0.33718,0.00328,0.0210486,0.00701621,0.0210486,0.00701621,0.0210486,0.00701621,0.0210486,0.00701621
153,4867.39,0.57561,0.25062,0.00187,0.93891,0.92452,0.95204,0.78726,0.71338,0.31392,0.00281,0.0209893,0.00699645,0.0209893,0.00699645,0.0209893,0.00699645,0.0209893,0.00699645
154,4899.24,0.58576,0.25586,0.00193,0.93149,0.93573,0.95135,0.77916,0.73376,0.3238,0.00289,0.0209301,0.00697669,0.0209301,0.00697669,0.0209301,0.00697669,0.0209301,0.00697669
155,4930.74,0.57054,0.25314,0.00184,0.95191,0.90362,0.94325,0.76573,0.75512,0.32559,0.00297,0.0208708,0.00695693,0.0208708,0.00695693,0.0208708,0.00695693,0.0208708,0.00695693
156,4961.99,0.56831,0.25056,0.00183,0.94259,0.93177,0.94227,0.74596,0.83937,0.32744,0.00324,0.0208115,0.00693717,0.0208115,0.00693717,0.0208115,0.00693717,0.0208115,0.00693717
157,4993.41,0.58407,0.24689,0.00187,0.93909,0.92601,0.94499,0.77563,0.73782,0.30122,0.0029,0.0207522,0.00691741,0.0207522,0.00691741,0.0207522,0.00691741,0.0207522,0.00691741
158,5025.02,0.59897,0.25673,0.00195,0.94167,0.92768,0.94724,0.76866,0.7598,0.30536,0.00299,0.0206929,0.00689765,0.0206929,0.00689765,0.0206929,0.00689765,0.0206929,0.00689765
159,5056.52,0.56245,0.24592,0.00182,0.94019,0.93952,0.94611,0.77933,0.71076,0.30683,0.00281,0.0206337,0.00687789,0.0206337,0.00687789,0.0206337,0.00687789,0.0206337,0.00687789
160,5087.84,0.56261,0.24671,0.00184,0.93723,0.928,0.94516,0.75001,0.82404,0.3179,0.00318,0.0205744,0.00685813,0.0205744,0.00685813,0.0205744,0.00685813,0.0205744,0.00685813
161,5119.54,0.55973,0.24283,0.00182,0.95036,0.93526,0.94538,0.76009,0.79244,0.31329,0.00307,0.0205151,0.00683837,0.0205151,0.00683837,0.0205151,0.00683837,0.0205151,0.00683837
162,5151.19,0.56423,0.25533,0.00181,0.92586,0.93764,0.94759,0.76019,0.79624,0.29421,0.00313,0.0204558,0.00681861,0.0204558,0.00681861,0.0204558,0.00681861,0.0204558,0.00681861
163,5182.82,0.56061,0.24368,0.00183,0.96138,0.93204,0.95708,0.79022,0.69962,0.29478,0.00279,0.0203965,0.00679885,0.0203965,0.00679885,0.0203965,0.00679885,0.0203965,0.00679885
164,5214.42,0.56178,0.24997,0.00182,0.93607,0.93721,0.94817,0.77216,0.74555,0.30875,0.00293,0.0203373,0.00677909,0.0203373,0.00677909,0.0203373,0.00677909,0.0203373,0.00677909
165,5246.03,0.556,0.25279,0.00182,0.95152,0.91967,0.95029,0.75835,0.79944,0.30812,0.0031,0.020278,0.00675933,0.020278,0.00675933,0.020278,0.00675933,0.020278,0.00675933
166,5277.59,0.57288,0.25279,0.00189,0.94108,0.92812,0.94926,0.78281,0.71799,0.31464,0.00285,0.0202187,0.00673957,0.0202187,0.00673957,0.0202187,0.00673957,0.0202187,0.00673957
167,5309.09,0.56896,0.25178,0.00185,0.95023,0.91854,0.94843,0.77782,0.72185,0.31067,0.00284,0.0201594,0.00671981,0.0201594,0.00671981,0.0201594,0.00671981,0.0201594,0.00671981
168,5340.29,0.54243,0.24483,0.00174,0.95477,0.92164,0.9462,0.7597,0.791,0.32618,0.00308,0.0201001,0.00670005,0.0201001,0.00670005,0.0201001,0.00670005,0.0201001,0.00670005
169,5371.82,0.55652,0.24223,0.00176,0.9445,0.92928,0.94865,0.76348,0.75271,0.32546,0.00294,0.0200409,0.00668029,0.0200409,0.00668029,0.0200409,0.00668029,0.0200409,0.00668029
170,5403.39,0.54473,0.2463,0.00178,0.93713,0.92699,0.94081,0.75766,0.7804,0.33892,0.00304,0.0199816,0.00666053,0.0199816,0.00666053,0.0199816,0.00666053,0.0199816,0.00666053
171,5434.94,0.55176,0.23963,0.00178,0.92637,0.92364,0.94026,0.74357,0.82702,0.32593,0.0032,0.0199223,0.00664077,0.0199223,0.00664077,0.0199223,0.00664077,0.0199223,0.00664077
172,5466.29,0.53737,0.2353,0.00175,0.93236,0.92177,0.93822,0.72778,0.89344,0.34533,0.00344,0.019863,0.00662101,0.019863,0.00662101,0.019863,0.00662101,0.019863,0.00662101
173,5497.68,0.5501,0.24045,0.00178,0.94392,0.91291,0.94072,0.76015,0.76134,0.32991,0.00298,0.0198037,0.00660125,0.0198037,0.00660125,0.0198037,0.00660125,0.0198037,0.00660125
174,5529.22,0.55033,0.24913,0.00177,0.92238,0.93557,0.93987,0.77577,0.71551,0.30005,0.00284,0.0197445,0.00658149,0.0197445,0.00658149,0.0197445,0.00658149,0.0197445,0.00658149
175,5560.83,0.55915,0.25036,0.0018,0.93957,0.93468,0.94062,0.74482,0.82962,0.33413,0.00321,0.0196852,0.00656173,0.0196852,0.00656173,0.0196852,0.00656173,0.0196852,0.00656173
176,5592.2,0.55193,0.25306,0.00179,0.92856,0.93013,0.94011,0.77242,0.71544,0.31251,0.00284,0.0196259,0.00654197,0.0196259,0.00654197,0.0196259,0.00654197,0.0196259,0.00654197
177,5623.83,0.54665,0.24506,0.00179,0.93297,0.92675,0.93131,0.73438,0.80749,0.3449,0.00314,0.0195666,0.0065222,0.0195666,0.0065222,0.0195666,0.0065222,0.0195666,0.0065222
178,5655.3,0.55785,0.25224,0.00183,0.93507,0.91944,0.94635,0.76382,0.76173,0.31859,0.00298,0.0195073,0.00650244,0.0195073,0.00650244,0.0195073,0.00650244,0.0195073,0.00650244
179,5687.02,0.53554,0.23582,0.00176,0.94132,0.91727,0.94528,0.77264,0.73274,0.32037,0.00288,0.0194481,0.00648268,0.0194481,0.00648268,0.0194481,0.00648268,0.0194481,0.00648268
180,5718.29,0.53839,0.24289,0.00176,0.92327,0.92572,0.93714,0.75954,0.77165,0.35819,0.00301,0.0193888,0.00646292,0.0193888,0.00646292,0.0193888,0.00646292,0.0193888,0.00646292
181,5749.78,0.53572,0.25161,0.00173,0.94233,0.92902,0.94372,0.77297,0.74018,0.32665,0.00291,0.0193295,0.00644316,0.0193295,0.00644316,0.0193295,0.00644316,0.0193295,0.00644316
182,5781.4,0.54407,0.24643,0.00176,0.94367,0.92924,0.94025,0.74735,0.81181,0.33351,0.00314,0.0192702,0.0064234,0.0192702,0.0064234,0.0192702,0.0064234,0.0192702,0.0064234
183,5812.85,0.52255,0.23943,0.00171,0.94067,0.92907,0.94424,0.75113,0.80148,0.33905,0.0031,0.0192109,0.00640364,0.0192109,0.00640364,0.0192109,0.00640364,0.0192109,0.00640364
184,5844.1,0.55119,0.24854,0.00179,0.92691,0.92386,0.94364,0.77416,0.73323,0.33292,0.00288,0.0191517,0.00638388,0.0191517,0.00638388,0.0191517,0.00638388,0.0191517,0.00638388
185,5875.47,0.53136,0.23512,0.00171,0.92042,0.93695,0.94532,0.75826,0.8056,0.32108,0.00312,0.0190924,0.00636412,0.0190924,0.00636412,0.0190924,0.00636412,0.0190924,0.00636412
186,5906.96,0.52934,0.23379,0.00172,0.92529,0.93177,0.94346,0.76175,0.76564,0.33419,0.00298,0.0190331,0.00634436,0.0190331,0.00634436,0.0190331,0.00634436,0.0190331,0.00634436
187,5938.62,0.5359,0.23697,0.00173,0.93585,0.92712,0.94521,0.74935,0.79205,0.33443,0.00308,0.0189738,0.0063246,0.0189738,0.0063246,0.0189738,0.0063246,0.0189738,0.0063246
188,5969.97,0.53809,0.23407,0.00174,0.93042,0.92506,0.94294,0.76082,0.75909,0.32963,0.00296,0.0189145,0.00630484,0.0189145,0.00630484,0.0189145,0.00630484,0.0189145,0.00630484
189,6001.73,0.52082,0.23746,0.00171,0.95139,0.91512,0.94081,0.74149,0.82725,0.33258,0.00319,0.0188552,0.00628508,0.0188552,0.00628508,0.0188552,0.00628508,0.0188552,0.00628508
190,6033.45,0.53707,0.23568,0.00174,0.91636,0.94031,0.9453,0.77249,0.71236,0.30957,0.00281,0.018796,0.00626532,0.018796,0.00626532,0.018796,0.00626532,0.018796,0.00626532
191,6065.12,0.54247,0.23866,0.00176,0.93101,0.93081,0.95127,0.77625,0.71788,0.30791,0.00285,0.0187367,0.00624556,0.0187367,0.00624556,0.0187367,0.00624556,0.0187367,0.00624556
192,6096.33,0.53894,0.24311,0.00175,0.94623,0.92942,0.94362,0.77025,0.72591,0.29972,0.00287,0.0186774,0.0062258,0.0186774,0.0062258,0.0186774,0.0062258,0.0186774,0.0062258
193,6127.71,0.53152,0.23634,0.00172,0.94773,0.91596,0.94366,0.75605,0.79159,0.31209,0.00308,0.0186181,0.00620604,0.0186181,0.00620604,0.0186181,0.00620604,0.0186181,0.00620604
194,6159.34,0.53127,0.24281,0.00172,0.94477,0.92794,0.95391,0.78057,0.72139,0.30216,0.00284,0.0185588,0.00618628,0.0185588,0.00618628,0.0185588,0.00618628,0.0185588,0.00618628
195,6190.9,0.5138,0.22772,0.00167,0.9408,0.93399,0.95128,0.76247,0.78764,0.31625,0.00307,0.0184996,0.00616652,0.0184996,0.00616652,0.0184996,0.00616652,0.0184996,0.00616652
196,6222.22,0.53511,0.24048,0.00172,0.93533,0.92319,0.94514,0.75945,0.79848,0.30386,0.00315,0.0184403,0.00614676,0.0184403,0.00614676,0.0184403,0.00614676,0.0184403,0.00614676
197,6253.75,0.50687,0.2367,0.00164,0.93082,0.92314,0.94049,0.74608,0.80937,0.34273,0.00313,0.018381,0.006127,0.018381,0.006127,0.018381,0.006127,0.018381,0.006127
198,6285.22,0.53154,0.24024,0.00172,0.93953,0.92047,0.94218,0.75507,0.78984,0.32928,0.00306,0.0183217,0.00610724,0.0183217,0.00610724,0.0183217,0.00610724,0.0183217,0.00610724
199,6316.77,0.5132,0.2382,0.00163,0.93472,0.93406,0.94146,0.76084,0.76001,0.3021,0.00298,0.0182624,0.00608748,0.0182624,0.00608748,0.0182624,0.00608748,0.0182624,0.00608748
200,6348.1,0.53641,0.24081,0.00173,0.93462,0.93695,0.94866,0.7827,0.68048,0.29514,0.00273,0.0182032,0.00606772,0.0182032,0.00606772,0.0182032,0.00606772,0.0182032,0.00606772
201,6379.57,0.51582,0.23883,0.00166,0.93883,0.92494,0.9385,0.75258,0.79436,0.32707,0.0031,0.0181439,0.00604796,0.0181439,0.00604796,0.0181439,0.00604796,0.0181439,0.00604796
202,6411.2,0.52186,0.23191,0.00168,0.94399,0.92268,0.95465,0.7662,0.77717,0.29077,0.0031,0.0180846,0.0060282,0.0180846,0.0060282,0.0180846,0.0060282,0.0180846,0.0060282
203,6442.88,0.53305,0.24752,0.0017,0.9369,0.92974,0.95323,0.76574,0.77664,0.31525,0.00305,0.0180253,0.00600844,0.0180253,0.00600844,0.0180253,0.00600844,0.0180253,0.00600844
204,6474.21,0.5238,0.22366,0.00166,0.93976,0.91974,0.94106,0.75409,0.79582,0.30459,0.00316,0.017966,0.00598868,0.017966,0.00598868,0.017966,0.00598868,0.017966,0.00598868
205,6505.51,0.50491,0.22951,0.00161,0.93183,0.92802,0.94168,0.76449,0.7488,0.3105,0.003,0.0179068,0.00596892,0.0179068,0.00596892,0.0179068,0.00596892,0.0179068,0.00596892
206,6536.92,0.50493,0.23348,0.00161,0.95015,0.91511,0.94586,0.78213,0.70284,0.32066,0.00282,0.0178475,0.00594916,0.0178475,0.00594916,0.0178475,0.00594916,0.0178475,0.00594916
207,6568.67,0.51091,0.23202,0.00164,0.93764,0.92374,0.94438,0.74158,0.85744,0.35255,0.00332,0.0177882,0.0059294,0.0177882,0.0059294,0.0177882,0.0059294,0.0177882,0.0059294
208,6600.19,0.51626,0.22697,0.00168,0.93741,0.92524,0.94044,0.73368,0.86647,0.35417,0.00333,0.0177289,0.00590964,0.0177289,0.00590964,0.0177289,0.00590964,0.0177289,0.00590964
209,6631.67,0.5035,0.23599,0.00163,0.94435,0.92001,0.9456,0.77391,0.7353,0.30329,0.00295,0.0176696,0.00588988,0.0176696,0.00588988,0.0176696,0.00588988,0.0176696,0.00588988
210,6663.34,0.51323,0.23529,0.00164,0.95641,0.92547,0.94277,0.77582,0.72681,0.29072,0.00292,0.0176104,0.00587012,0.0176104,0.00587012,0.0176104,0.00587012,0.0176104,0.00587012
211,6694.92,0.49652,0.23061,0.00161,0.95814,0.9023,0.94593,0.77699,0.7488,0.29609,0.003,0.0175511,0.00585036,0.0175511,0.00585036,0.0175511,0.00585036,0.0175511,0.00585036
212,6726.3,0.49326,0.22443,0.00155,0.95129,0.89928,0.94756,0.77325,0.73562,0.29686,0.00296,0.0174918,0.0058306,0.0174918,0.0058306,0.0174918,0.0058306,0.0174918,0.0058306
213,6757.6,0.51855,0.24398,0.00166,0.93571,0.91171,0.93956,0.76184,0.75674,0.32364,0.003,0.0174325,0.00581084,0.0174325,0.00581084,0.0174325,0.00581084,0.0174325,0.00581084
214,6789.42,0.50232,0.22805,0.0016,0.92752,0.93828,0.94104,0.77082,0.75014,0.31024,0.00296,0.0173732,0.00579108,0.0173732,0.00579108,0.0173732,0.00579108,0.0173732,0.00579108
215,6821.18,0.49021,0.22588,0.00155,0.93562,0.92417,0.9452,0.77084,0.76584,0.31709,0.00303,0.017314,0.00577132,0.017314,0.00577132,0.017314,0.00577132,0.017314,0.00577132
216,6852.45,0.49906,0.22648,0.00159,0.94066,0.93018,0.94769,0.77944,0.72368,0.31078,0.00288,0.0172547,0.00575156,0.0172547,0.00575156,0.0172547,0.00575156,0.0172547,0.00575156
217,6883.95,0.51059,0.23525,0.00163,0.92871,0.93761,0.94041,0.76156,0.76442,0.3149,0.003,0.0171954,0.0057318,0.0171954,0.0057318,0.0171954,0.0057318,0.0171954,0.0057318
218,6915.5,0.50104,0.23494,0.0016,0.93018,0.92896,0.93946,0.76793,0.73916,0.31463,0.00291,0.0171361,0.00571204,0.0171361,0.00571204,0.0171361,0.00571204,0.0171361,0.00571204
219,6947.18,0.5091,0.23162,0.00165,0.9171,0.9197,0.93316,0.76504,0.73393,0.34138,0.00291,0.0170768,0.00569228,0.0170768,0.00569228,0.0170768,0.00569228,0.0170768,0.00569228
220,6978.58,0.49309,0.2338,0.0016,0.932,0.9237,0.93933,0.76488,0.74882,0.32503,0.00295,0.0170175,0.00567252,0.0170175,0.00567252,0.0170175,0.00567252,0.0170175,0.00567252
221,7010.21,0.47778,0.22723,0.00152,0.9327,0.91496,0.93949,0.77759,0.70647,0.3177,0.00281,0.0169583,0.00565276,0.0169583,0.00565276,0.0169583,0.00565276,0.0169583,0.00565276
222,7041.68,0.48528,0.23667,0.00156,0.95384,0.90427,0.93569,0.75291,0.77952,0.33471,0.00303,0.016899,0.005633,0.016899,0.005633,0.016899,0.005633,0.016899,0.005633
223,7073.14,0.50693,0.24342,0.00163,0.9228,0.93446,0.94403,0.7485,0.80707,0.32156,0.00313,0.0168397,0.00561324,0.0168397,0.00561324,0.0168397,0.00561324,0.0168397,0.00561324
224,7104.39,0.50997,0.23588,0.00162,0.93658,0.91843,0.9423,0.76428,0.77445,0.32491,0.00303,0.0167804,0.00559348,0.0167804,0.00559348,0.0167804,0.00559348,0.0167804,0.00559348
225,7135.95,0.48434,0.22952,0.00156,0.92695,0.92416,0.94301,0.77532,0.71811,0.31468,0.00286,0.0167211,0.00557372,0.0167211,0.00557372,0.0167211,0.00557372,0.0167211,0.00557372
226,7167.4,0.49483,0.22595,0.00158,0.92365,0.93918,0.93913,0.75253,0.82003,0.32914,0.00319,0.0166619,0.00555396,0.0166619,0.00555396,0.0166619,0.00555396,0.0166619,0.00555396
227,7198.97,0.48138,0.22878,0.00153,0.92623,0.93709,0.94173,0.76819,0.7695,0.31456,0.00301,0.0166026,0.00553419,0.0166026,0.00553419,0.0166026,0.00553419,0.0166026,0.00553419
228,7230.23,0.49682,0.22576,0.00158,0.9597,0.9054,0.95042,0.78175,0.71951,0.30733,0.00285,0.0165433,0.00551443,0.0165433,0.00551443,0.0165433,0.00551443,0.0165433,0.00551443
229,7261.88,0.49032,0.23688,0.00157,0.94289,0.92225,0.9503,0.7742,0.74201,0.30575,0.00292,0.016484,0.00549467,0.016484,0.00549467,0.016484,0.00549467,0.016484,0.00549467
230,7293.55,0.49255,0.22698,0.00157,0.9518,0.90966,0.94394,0.74411,0.85018,0.32855,0.00328,0.0164247,0.00547491,0.0164247,0.00547491,0.0164247,0.00547491,0.0164247,0.00547491
231,7325.24,0.4825,0.21226,0.00154,0.95319,0.91374,0.94205,0.76388,0.77051,0.31957,0.00301,0.0163655,0.00545515,0.0163655,0.00545515,0.0163655,0.00545515,0.0163655,0.00545515
232,7356.62,0.49117,0.22013,0.00159,0.95158,0.92217,0.94775,0.7843,0.68629,0.31604,0.00274,0.0163062,0.00543539,0.0163062,0.00543539,0.0163062,0.00543539,0.0163062,0.00543539
233,7388.08,0.49738,0.23171,0.0016,0.93297,0.92037,0.94104,0.75942,0.77498,0.32911,0.00308,0.0162469,0.00541563,0.0162469,0.00541563,0.0162469,0.00541563,0.0162469,0.00541563
234,7419.61,0.48305,0.22167,0.00156,0.93498,0.91753,0.93327,0.73263,0.87214,0.35906,0.00342,0.0161876,0.00539587,0.0161876,0.00539587,0.0161876,0.00539587,0.0161876,0.00539587
235,7451.19,0.48661,0.22273,0.00154,0.94167,0.90948,0.93958,0.75853,0.78726,0.33489,0.00312,0.0161283,0.00537611,0.0161283,0.00537611,0.0161283,0.00537611,0.0161283,0.00537611
236,7482.48,0.4734,0.21404,0.0015,0.94958,0.91282,0.9438,0.76152,0.79008,0.30289,0.00314,0.0160691,0.00535635,0.0160691,0.00535635,0.0160691,0.00535635,0.0160691,0.00535635
237,7514.02,0.46286,0.21605,0.00149,0.93761,0.91891,0.93672,0.76457,0.75507,0.33543,0.00296,0.0160098,0.00533659,0.0160098,0.00533659,0.0160098,0.00533659,0.0160098,0.00533659
238,7545.52,0.47653,0.22238,0.00151,0.94813,0.89869,0.94393,0.76813,0.74367,0.34339,0.00291,0.0159505,0.00531683,0.0159505,0.00531683,0.0159505,0.00531683,0.0159505,0.00531683
239,7577.04,0.4644,0.2129,0.00149,0.93031,0.9179,0.9456,0.75432,0.80298,0.34278,0.00312,0.0158912,0.00529707,0.0158912,0.00529707,0.0158912,0.00529707,0.0158912,0.00529707
240,7608.3,0.46011,0.21952,0.00149,0.91692,0.92074,0.94314,0.75889,0.78484,0.34929,0.00306,0.0158319,0.00527731,0.0158319,0.00527731,0.0158319,0.00527731,0.0158319,0.00527731
241,7639.62,0.46132,0.22194,0.00147,0.91491,0.91778,0.93866,0.76172,0.75447,0.35439,0.00296,0.0157727,0.00525755,0.0157727,0.00525755,0.0157727,0.00525755,0.0157727,0.00525755
242,7670.99,0.45687,0.21249,0.00143,0.92043,0.91241,0.93719,0.75829,0.77814,0.34251,0.0031,0.0157134,0.00523779,0.0157134,0.00523779,0.0157134,0.00523779,0.0157134,0.00523779
243,7702.52,0.44867,0.21559,0.00143,0.94995,0.88868,0.94301,0.76103,0.77996,0.35255,0.00305,0.0156541,0.00521803,0.0156541,0.00521803,0.0156541,0.00521803,0.0156541,0.00521803
244,7733.59,0.4607,0.21537,0.00148,0.92738,0.91841,0.94726,0.76297,0.76871,0.32267,0.003,0.0155948,0.00519827,0.0155948,0.00519827,0.0155948,0.00519827,0.0155948,0.00519827
245,7765.13,0.47654,0.22544,0.00152,0.95822,0.90344,0.95131,0.76309,0.77113,0.32732,0.003,0.0155355,0.00517851,0.0155355,0.00517851,0.0155355,0.00517851,0.0155355,0.00517851
246,7796.54,0.46577,0.22771,0.00147,0.93679,0.91473,0.94535,0.7761,0.72082,0.31523,0.00288,0.0154763,0.00515875,0.0154763,0.00515875,0.0154763,0.00515875,0.0154763,0.00515875
247,7828.04,0.45737,0.21777,0.00147,0.93203,0.93884,0.94589,0.76239,0.77841,0.31757,0.00307,0.015417,0.00513899,0.015417,0.00513899,0.015417,0.00513899,0.015417,0.00513899
248,7859.34,0.46328,0.22988,0.00148,0.93613,0.93021,0.9495,0.77588,0.74204,0.29993,0.00294,0.0153577,0.00511923,0.0153577,0.00511923,0.0153577,0.00511923,0.0153577,0.00511923
249,7890.8,0.46539,0.21383,0.00148,0.94753,0.91338,0.95008,0.7711,0.76996,0.30469,0.00304,0.0152984,0.00509947,0.0152984,0.00509947,0.0152984,0.00509947,0.0152984,0.00509947
